diamond_id,size,color,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,clarity,cut,symmetry,polish,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,culet_size,culet_condition,fluor_color,fluor_intensity,lab,total_sales_price,eye_clean,date
698932837,1.9,G,Chameleon,Black,Purplish,Fancy Deep,I3,Excellent,Excellent,Poor,5.7,8.6,17.03,8.11,10.05,VTK,XTK,M,White,Blue,Very Strong,GIA,495692,Borderline,2023-04-05
989082845,12.78,H,Purple,Red,Greenish,Faint,I2,Good,Good,Excellent,0.7,7.7,13.7,12.55,8.4,TN,XTN,EL,Green,White,Very Slight,HRD,813989,No,2016-01-09
553794422,7.25,D,Black,Other,Pinkish,Fancy Intense,VVS1,Good,Very Good,Good,6.9,1.6,6.66,6.92,15.62,TN,XTN,L,Yellow,Green,Very Slight,GIA,1077815,No,2007-10-21
522325078,15.34,F,Brown,Yellow,Yellowish,Fancy Vivid,VS2,Excellent,Excellent,Poor,2.1,7.4,8.91,11.94,14.2,STN,TN,EL,Blue,Blue,Slight,HRD,221883,E1,2017-07-02
321096864,2.02,I,Green,Yellow,Brownish,Very Light,VVS1,Fair,Very Good,Poor,6.5,0.8,11.81,7.25,9.44,VTN,VTN,SL,Orange,Blue,Slight,GIA,183260,Yes,2013-02-06
945765561,18.54,G,Chameleon,Green,Greenish,Faint,SI3,Good,Excellent,Very Good,4.3,4.1,6.94,15.22,9.4,VTK,TK,S,Orange,Green,Very Strong,GIA,254825,Yes,2017-05-06
356514090,6.93,H,Blue,Black,Purplish,Fancy Intense,VS1,Very Good,Poor,Poor,3.2,5.6,9.74,7.68,15.66,TN,STK,L,Orange,Orange,Slight,IGI,840092,E1,2021-12-15
122544148,3.71,H,Black,Pink,Grayish,Fancy Intense,SI1,Good,Fair,Excellent,9.5,1.9,7.45,6.34,8.76,XTN,STN,EL,Green,Green,Very Slight,GIA,530515,Yes,2023-01-15
411177200,9.82,M,Orange,Other,Yellowish,Fancy Light,VS1,Good,Excellent,Fair,5.3,7.5,17.05,5.46,7.82,STK,STK,S,Blue,Orange,Strong,GIA,984387,E1,2019-09-23
901849166,13.59,H,Green,Green,Yellowish,Fancy Deep,SI1,Poor,Good,Fair,6.4,6.3,10.01,5.52,8.85,TK,VTN,SL,Green,Green,Strong,IGI,443728,Borderline,2005-12-24
337508288,5.39,F,Pink,Black,Orangey,Fancy Dark,SI2,Excellent,Poor,Very Good,3.2,2.0,8.73,3.17,9.03,TK,TN,L,Yellow,Blue,Slight,GIA,1413835,No,2012-06-05
910981134,2.03,E,Blue,Green,Brownish,Faint,SI2,Poor,Poor,Good,2.4,7.2,8.82,6.18,3.5,VTN,TK,N,Green,Green,Medium,IGI,722962,E1,2013-05-11
938215284,16.01,I,Green,Brown,Orangey,Fancy Dark,I2,Poor,Excellent,Excellent,1.4,8.4,9.8,10.12,5.28,VTK,STN,VL,Yellow,Orange,Very Slight,HRD,821724,No,2020-03-04
930540603,7.93,F,Black,Green,Brownish,Fancy Deep,I2,Excellent,Very Good,Excellent,2.1,8.0,14.82,13.51,9.14,STK,M,SL,Green,Blue,Very Strong,IGI,167602,Yes,2014-05-07
609901486,13.04,M,Brown,Green,Greenish,Fancy Deep,VS2,Fair,Poor,Very Good,3.3,6.0,16.99,12.74,15.93,XTN,M,SL,White,Yellow,Slight,IGI,1341088,No,2007-06-19
690310234,18.72,L,Chameleon,Chameleon,Yellowish,Very Light,VVS2,Good,Fair,Poor,5.3,9.3,9.16,11.33,15.24,XTK,VTN,EL,Orange,Yellow,Strong,HRD,554631,No,2009-02-13
118667643,16.21,M,Brown,Black,Yellowish,Fancy,VS2,Excellent,Good,Poor,4.9,3.2,15.29,5.07,16.19,VTK,M,VS,Green,Yellow,Strong,HRD,1432438,No,2019-09-20
884199881,6.73,D,Yellow,Yellow,Greenish,Fancy Intense,SI3,Good,Poor,Good,4.8,7.2,9.17,9.78,5.12,VTK,TK,L,Green,Blue,Faint,HRD,664024,Yes,2005-08-06
716501428,1.03,K,Other,Brown,Orangey,Light,I3,Excellent,Very Good,Good,7.7,8.8,13.0,6.48,5.67,VTN,XTN,N,Yellow,White,Very Strong,GIA,480525,E1,2018-05-06
593779647,3.81,G,Pink,Gray,Pinkish,Fancy Dark,SI2,Excellent,Good,Excellent,3.0,4.2,8.75,13.98,13.71,M,XTK,M,Yellow,Green,Strong,GIA,1182612,No,2020-03-13
282279980,7.46,D,Pink,Red,Greenish,Fancy Deep,I2,Poor,Excellent,Poor,0.7,7.9,8.81,12.53,11.82,STK,VTK,M,White,White,Very Slight,IGI,399255,No,2023-09-16
629640978,7.45,E,Yellow,Purple,Yellowish,Very Light,I3,Poor,Excellent,Fair,5.6,4.6,16.18,16.49,13.12,VTK,M,L,Yellow,White,Faint,GIA,195170,No,2006-07-05
830684273,7.94,G,Purple,Black,Greenish,Very Light,IF,Very Good,Poor,Fair,4.5,1.4,13.42,4.4,6.96,STN,TK,S,Blue,Yellow,Medium,HRD,1361710,Borderline,2022-05-14
570886959,7.93,F,Pink,Brown,Orangey,Fancy,I3,Excellent,Very Good,Very Good,5.9,5.2,11.54,9.03,13.59,VTK,STN,EL,Yellow,Yellow,Strong,HRD,666474,Yes,2018-02-25
698476326,3.46,M,Other,Gray,Purplish,Fancy,I2,Poor,Good,Very Good,5.0,8.4,5.45,5.86,10.16,STN,M,M,Blue,Orange,Very Strong,IGI,1196728,Borderline,2009-12-03
941093999,1.81,I,Yellow,Purple,Purplish,Fancy Intense,SI2,Poor,Poor,Very Good,3.8,6.4,4.01,15.03,5.44,XTK,STN,VL,Yellow,White,Strong,HRD,1172296,E1,2017-08-12
613391492,8.31,F,Chameleon,Other,Brownish,Fancy Intense,VVS2,Very Good,Poor,Good,4.8,5.7,14.62,16.04,15.88,STN,VTK,VS,Blue,White,Medium,HRD,1168506,E1,2008-03-20
631453247,9.35,F,Red,Blue,Orangey,Fancy Intense,I3,Poor,Poor,Excellent,4.1,4.0,16.57,4.63,14.94,TK,XTN,S,Green,Blue,Strong,GIA,718351,No,2008-10-21
595615407,15.0,M,Green,Other,Greenish,Very Light,SI2,Excellent,Good,Good,2.6,0.8,12.67,3.08,3.79,VTN,TK,L,Blue,Orange,Very Strong,IGI,1078708,Borderline,2013-05-02
358592640,4.02,D,Chameleon,Blue,Orangey,Light,VVS1,Very Good,Fair,Excellent,7.2,1.0,8.91,8.87,4.55,TK,VTN,L,Orange,Green,Slight,GIA,298870,Yes,2017-05-30
651540539,6.73,J,Green,Gray,Orangey,Fancy Light,I3,Poor,Fair,Good,7.3,3.1,15.81,11.21,13.65,TN,STK,N,White,Yellow,Strong,IGI,11539,E1,2014-02-08
235065661,18.88,K,Gray,Other,Purplish,Fancy Vivid,VVS2,Very Good,Excellent,Poor,1.6,7.2,10.6,6.64,7.49,VTN,STN,N,Green,Green,Very Slight,IGI,1091328,Borderline,2018-08-13
491958036,13.02,M,Purple,Green,Purplish,Fancy Deep,SI2,Fair,Fair,Very Good,5.3,6.7,6.8,7.77,14.41,STN,STN,N,Green,Yellow,Very Slight,HRD,57111,Borderline,2009-02-08
396297020,9.31,D,Green,Brown,Pinkish,Fancy Dark,VS1,Excellent,Fair,Fair,4.1,8.5,2.93,10.58,8.87,STK,VTK,N,Green,Yellow,Faint,IGI,846210,E1,2006-05-03
591395600,15.66,D,Yellow,Purple,Orangey,Light,SI1,Fair,Very Good,Very Good,1.6,1.5,7.92,5.76,5.89,STN,TN,L,Yellow,Blue,Faint,HRD,830463,E1,2021-06-17
148479458,0.98,E,Black,Orange,Greenish,Fancy Intense,VS2,Poor,Very Good,Very Good,7.5,0.4,9.6,13.61,4.62,VTN,XTK,EL,Orange,Yellow,Very Slight,GIA,1234664,Yes,2010-07-17
375850165,2.8,J,Chameleon,Yellow,Yellowish,Fancy Deep,VVS2,Good,Good,Fair,1.7,7.0,7.81,10.03,11.86,TN,TN,S,Yellow,White,Very Strong,GIA,404153,E1,2019-12-19
301449344,18.11,D,Other,Black,Grayish,Faint,IF,Poor,Poor,Poor,8.5,1.8,6.66,16.78,12.53,XTK,STK,SL,Blue,Green,Very Slight,HRD,237465,E1,2022-12-03
396256259,14.59,E,Red,Other,Brownish,Fancy Deep,SI2,Excellent,Good,Good,5.2,7.8,6.22,5.7,4.68,VTK,TK,VL,Blue,White,Very Slight,HRD,1072235,No,2023-12-21
619388389,7.52,G,Purple,Brown,Purplish,Fancy Dark,VVS2,Poor,Fair,Excellent,6.8,0.1,16.08,4.6,8.92,TK,STN,VL,Yellow,Green,Medium,HRD,1058381,Yes,2016-01-26
413731494,16.9,L,Purple,Red,Greenish,Fancy Vivid,VS1,Very Good,Poor,Poor,2.9,1.5,9.46,7.42,13.28,XTN,M,L,Orange,Yellow,Strong,HRD,923597,Yes,2019-01-08
568252210,13.77,G,Green,Black,Pinkish,Light,SI1,Poor,Poor,Very Good,2.6,8.9,9.67,3.67,7.16,STK,XTN,EL,Yellow,White,Very Strong,HRD,69836,Borderline,2016-08-05
293592463,17.69,M,Yellow,Orange,Brownish,Fancy Deep,I1,Excellent,Very Good,Poor,1.0,1.2,15.67,6.43,4.31,STK,XTN,N,White,White,Very Strong,IGI,1206785,No,2010-06-06
346225649,14.54,E,Purple,Pink,Yellowish,Fancy,VS1,Very Good,Fair,Fair,2.3,0.0,9.65,14.89,5.68,XTK,VTN,M,Orange,Green,Very Slight,IGI,1018362,Borderline,2015-03-01
373307891,19.34,H,Orange,Yellow,Purplish,Faint,I3,Very Good,Excellent,Poor,1.4,8.9,8.93,11.07,15.06,XTN,M,VL,Green,White,Very Slight,HRD,1271023,Yes,2015-12-11
243171004,12.24,I,Purple,Green,Grayish,Fancy Light,SI2,Good,Fair,Good,9.5,8.6,6.2,16.29,11.53,XTN,XTK,L,Orange,Blue,Very Slight,GIA,252423,No,2021-03-21
883839613,16.36,H,Yellow,Yellow,Purplish,Fancy Dark,IF,Good,Excellent,Good,8.0,6.0,5.94,7.93,17.03,VTK,STN,N,Blue,Yellow,Faint,HRD,332609,Borderline,2006-05-19
995101895,18.67,G,Orange,Purple,Orangey,Fancy Dark,I2,Excellent,Poor,Fair,9.7,5.6,11.46,7.77,14.61,XTK,VTN,L,Orange,Orange,Medium,HRD,906198,Borderline,2014-07-08
341569491,15.27,F,Purple,Brown,Purplish,Fancy,VVS1,Fair,Excellent,Poor,0.8,8.9,15.25,13.44,16.57,XTN,STN,VL,Yellow,Blue,Slight,IGI,664118,No,2007-02-11
289621474,12.27,H,Brown,Yellow,Yellowish,Fancy Intense,VVS2,Fair,Excellent,Poor,4.3,8.1,14.44,16.38,5.39,XTK,VTN,N,Yellow,Orange,Very Strong,GIA,574748,Borderline,2013-06-06
572350389,5.55,J,Pink,Yellow,Orangey,Fancy Vivid,I1,Good,Excellent,Good,0.3,3.5,3.93,5.72,9.22,XTN,XTN,EL,Orange,White,Slight,HRD,1199984,E1,2023-09-01
562424402,18.75,G,Black,Other,Purplish,Fancy Vivid,SI2,Very Good,Very Good,Very Good,8.4,8.0,3.34,15.24,16.8,VTN,STN,EL,Orange,Green,Very Slight,HRD,551246,E1,2013-02-25
852300565,10.02,J,Black,Black,Brownish,Faint,SI3,Fair,Very Good,Very Good,1.7,1.5,15.54,10.89,3.15,VTN,STK,SL,Blue,White,Very Slight,IGI,158580,No,2013-02-18
423402605,3.68,I,Red,Brown,Grayish,Fancy Dark,VS2,Excellent,Poor,Poor,3.1,4.1,10.87,12.32,5.24,STK,VTN,VS,Green,Blue,Medium,GIA,226944,No,2006-07-28
773227512,5.2,L,Pink,Black,Brownish,Fancy Intense,SI1,Good,Fair,Poor,0.8,5.2,11.0,3.9,7.99,TN,XTK,L,Orange,Green,Strong,HRD,1064906,Yes,2007-08-31
391086735,3.5,H,Pink,Chameleon,Purplish,Fancy Deep,VS1,Excellent,Good,Poor,1.8,5.8,13.62,16.68,14.4,VTN,STK,S,Yellow,Blue,Slight,HRD,574555,Yes,2011-11-29
380707251,13.24,K,Red,Yellow,Yellowish,Fancy Dark,VS2,Poor,Good,Excellent,7.9,8.3,6.44,8.11,16.06,XTN,STK,VL,White,Green,Strong,IGI,1204774,Borderline,2016-06-03
904669404,1.34,G,Green,Brown,Purplish,Very Light,I3,Fair,Good,Good,8.4,6.3,5.13,13.7,5.81,XTK,STN,N,Blue,Yellow,Very Slight,GIA,367651,No,2006-02-22
111993887,10.88,H,Other,Black,Purplish,Fancy Light,VVS2,Very Good,Excellent,Poor,3.9,8.4,5.64,15.1,13.57,VTN,TN,VL,Orange,Blue,Very Slight,IGI,1107112,No,2023-12-08
588361244,8.65,K,Purple,Gray,Orangey,Fancy Intense,VVS2,Very Good,Poor,Excellent,2.1,0.2,4.04,4.09,14.1,M,M,L,Blue,Yellow,Strong,IGI,522240,Borderline,2006-07-09
540359090,3.83,G,Pink,Chameleon,Yellowish,Fancy Dark,I1,Excellent,Poor,Fair,9.8,9.3,15.59,11.99,8.79,VTK,XTK,VS,Yellow,Yellow,Faint,GIA,1206521,Borderline,2010-11-18
130626805,1.0,K,Yellow,Red,Orangey,Fancy Dark,I1,Poor,Good,Poor,4.6,5.2,11.86,14.85,13.43,M,XTK,L,Yellow,White,Faint,HRD,860995,No,2005-12-19
410146175,10.52,H,Pink,Purple,Grayish,Fancy Dark,VVS2,Excellent,Excellent,Poor,4.1,5.6,14.88,3.01,4.03,VTK,VTK,VL,Orange,Green,Very Slight,HRD,1177511,E1,2011-11-26
842523426,3.47,I,Pink,Pink,Pinkish,Fancy Deep,I2,Fair,Good,Very Good,5.8,4.6,11.05,8.66,4.51,TN,STK,VL,White,White,Very Slight,HRD,603535,E1,2010-04-13
489588734,5.92,M,Pink,Orange,Pinkish,Light,I1,Excellent,Good,Excellent,6.5,6.6,7.48,13.83,3.98,M,STK,M,Yellow,Orange,Strong,IGI,1438498,E1,2023-02-14
838061219,10.11,J,Purple,Purple,Orangey,Fancy Dark,SI1,Excellent,Very Good,Excellent,1.5,3.5,4.13,7.76,4.99,TK,XTN,VS,White,Blue,Slight,IGI,182611,E1,2004-12-22
858239331,18.04,G,Yellow,Gray,Greenish,Fancy Deep,I1,Very Good,Fair,Fair,0.1,1.1,15.44,12.78,14.74,XTK,TK,L,Blue,Green,Slight,HRD,658228,Yes,2023-04-17
961595147,8.1,I,Blue,Other,Greenish,Fancy Vivid,I1,Excellent,Poor,Very Good,4.2,3.6,3.36,14.72,3.19,STN,STK,N,Blue,Orange,Strong,IGI,1090611,E1,2015-09-03
589024466,19.27,K,Other,Orange,Purplish,Fancy Deep,SI2,Fair,Fair,Good,7.7,3.9,11.33,8.06,8.26,TN,XTK,VS,White,Orange,Strong,HRD,365418,Yes,2008-07-25
281237842,17.12,D,Gray,Chameleon,Brownish,Fancy Dark,IF,Very Good,Poor,Excellent,5.2,6.0,6.06,12.63,14.0,XTK,VTK,EL,Orange,Orange,Faint,HRD,625068,E1,2022-05-23
196404738,6.72,M,Red,Orange,Purplish,Fancy Light,SI1,Excellent,Fair,Very Good,4.7,5.4,11.78,15.02,15.2,VTN,M,EL,White,Orange,Slight,HRD,52539,No,2016-07-10
363591012,15.96,D,Blue,Red,Greenish,Fancy Dark,VS2,Very Good,Good,Good,8.2,5.0,13.41,13.09,8.6,STN,STN,EL,Orange,Blue,Strong,GIA,785726,No,2015-01-09
259255121,11.22,H,Red,Green,Pinkish,Fancy Deep,SI2,Good,Poor,Good,4.6,8.3,12.5,9.73,14.71,STN,XTN,L,Blue,Blue,Faint,GIA,217264,E1,2014-07-20
394265191,11.13,M,Orange,Pink,Yellowish,Fancy Deep,SI2,Fair,Fair,Fair,8.4,6.5,10.42,6.84,10.05,VTN,XTN,M,Green,Green,Very Slight,GIA,336922,E1,2008-11-11
777375733,6.62,D,Black,Pink,Yellowish,Fancy Vivid,VS1,Good,Very Good,Very Good,5.9,4.4,6.6,16.66,10.96,TN,M,M,Orange,Orange,Medium,GIA,205810,Borderline,2013-10-05
682990097,10.35,L,Purple,Yellow,Yellowish,Fancy Dark,VVS2,Fair,Fair,Poor,1.4,3.0,13.26,7.16,15.36,M,M,EL,Yellow,Yellow,Very Strong,GIA,801939,No,2013-11-18
712774007,7.0,H,Black,Black,Orangey,Fancy Intense,VVS2,Very Good,Poor,Fair,3.1,0.0,15.51,14.04,5.18,VTK,M,M,Yellow,Orange,Faint,IGI,254963,Yes,2012-10-05
928164337,12.46,L,Gray,Gray,Greenish,Very Light,IF,Poor,Poor,Good,8.2,6.9,8.12,11.3,8.25,XTN,M,S,Yellow,Orange,Medium,GIA,1250459,Yes,2005-03-02
750601509,13.99,G,Chameleon,Red,Yellowish,Fancy,SI3,Good,Poor,Good,6.8,1.8,16.9,6.74,7.49,TN,XTN,VS,Yellow,White,Slight,HRD,117206,No,2017-05-07
526857524,16.46,L,Brown,Yellow,Purplish,Very Light,I2,Fair,Very Good,Poor,6.4,5.6,9.36,9.41,11.75,VTN,STN,M,Green,White,Slight,IGI,1426370,E1,2020-02-24
393760156,3.4,L,Blue,Purple,Greenish,Fancy Intense,VVS1,Excellent,Very Good,Poor,1.3,4.6,7.93,9.11,7.36,TK,STK,EL,Green,Yellow,Slight,HRD,1000163,E1,2023-07-23
491118408,10.33,D,Orange,Yellow,Yellowish,Fancy Vivid,VS2,Very Good,Excellent,Good,0.7,3.0,16.2,15.33,4.16,STN,M,SL,Orange,Yellow,Strong,HRD,912314,Yes,2006-01-24
228813055,18.15,K,Gray,Blue,Pinkish,Fancy Light,I2,Very Good,Good,Excellent,3.1,2.9,6.82,8.34,8.49,XTK,STN,EL,White,Orange,Very Strong,HRD,1035770,No,2008-04-09
787663643,18.84,G,Purple,Red,Yellowish,Fancy Intense,VVS1,Fair,Excellent,Fair,5.3,0.6,5.09,4.82,4.89,M,STN,SL,Orange,Orange,Very Strong,IGI,810371,Yes,2007-04-10
556706544,8.45,M,Red,Green,Purplish,Fancy Light,VS1,Good,Poor,Very Good,3.1,7.5,13.49,13.32,13.33,TK,VTN,EL,Yellow,Blue,Slight,HRD,551083,Borderline,2008-12-11
352765631,16.16,G,Brown,Purple,Brownish,Fancy Vivid,VS2,Very Good,Good,Good,1.6,1.5,13.02,12.02,5.93,VTK,VTK,M,White,Yellow,Strong,IGI,844082,E1,2021-10-15
404193768,6.69,I,Yellow,Other,Brownish,Fancy Intense,IF,Good,Very Good,Very Good,2.2,1.5,12.27,15.35,5.16,VTN,XTK,S,Green,Blue,Very Slight,GIA,56603,No,2015-07-28
382293085,2.29,G,Gray,Yellow,Greenish,Fancy Deep,I1,Good,Poor,Fair,3.2,6.5,4.77,9.59,10.67,M,STK,EL,Green,Blue,Slight,HRD,250849,E1,2013-11-14
141591053,11.03,M,Black,Black,Yellowish,Faint,I3,Good,Fair,Very Good,1.7,4.0,9.61,11.08,9.5,XTK,XTN,S,White,Yellow,Strong,HRD,1010518,Borderline,2020-10-16
855985702,4.42,E,Gray,Chameleon,Pinkish,Faint,I3,Excellent,Poor,Poor,5.7,8.1,3.51,8.34,11.01,XTN,STN,S,Green,Orange,Slight,IGI,755956,Borderline,2012-01-29
862685732,9.63,G,Chameleon,Gray,Brownish,Fancy,I2,Excellent,Very Good,Excellent,3.9,5.5,9.36,16.85,5.96,XTK,VTN,L,Green,White,Faint,HRD,588630,E1,2010-08-28
670346174,2.47,G,Red,Pink,Greenish,Very Light,VVS1,Very Good,Poor,Poor,7.6,0.7,7.85,8.37,9.79,STN,STK,N,Yellow,Green,Very Strong,IGI,881662,Yes,2008-06-05
703127830,4.02,E,Red,Chameleon,Yellowish,Fancy Intense,I3,Excellent,Excellent,Poor,1.9,1.0,9.35,3.4,9.45,VTK,VTK,S,Orange,Yellow,Slight,IGI,1211535,Borderline,2008-05-02
257516650,3.93,J,Brown,Chameleon,Greenish,Fancy Deep,I3,Poor,Good,Poor,2.4,8.5,15.49,7.79,7.09,XTN,M,L,Blue,Blue,Medium,IGI,353466,No,2007-12-08
817521535,1.94,G,Blue,Blue,Purplish,Fancy Intense,SI1,Fair,Good,Fair,6.2,1.2,8.08,6.76,7.4,XTK,M,L,Green,Blue,Very Slight,IGI,1333075,E1,2022-09-10
257198923,6.25,F,Chameleon,Yellow,Pinkish,Fancy Vivid,I3,Fair,Fair,Excellent,4.5,2.3,9.11,6.43,5.53,XTK,VTN,VS,Orange,Orange,Strong,GIA,291413,No,2016-08-18
822228226,5.47,L,Yellow,Chameleon,Greenish,Fancy Light,SI3,Poor,Fair,Poor,8.1,6.3,6.19,5.62,10.53,M,XTK,N,Blue,White,Slight,HRD,679021,Borderline,2012-01-30
768631110,14.87,D,Red,Orange,Yellowish,Fancy Deep,SI2,Excellent,Very Good,Very Good,7.2,5.7,5.76,2.85,9.93,XTN,TN,VL,Blue,Orange,Faint,GIA,243839,Yes,2012-07-06
658839133,12.37,G,Blue,Yellow,Grayish,Fancy Light,SI3,Fair,Excellent,Very Good,1.6,7.3,3.62,6.47,3.2,STN,VTN,L,White,White,Strong,IGI,924506,Yes,2006-01-25
676095757,18.02,K,Other,Blue,Brownish,Fancy,I3,Very Good,Good,Fair,0.7,5.3,9.56,12.57,5.93,VTN,TK,VL,Green,Green,Slight,GIA,682654,Borderline,2004-06-10
913810697,1.72,H,Orange,Other,Orangey,Light,VVS1,Very Good,Excellent,Excellent,9.2,2.1,6.67,9.8,15.35,TK,TK,S,Green,Yellow,Medium,HRD,859169,No,2011-02-21
565479287,8.58,J,Black,Other,Purplish,Fancy Light,VVS2,Fair,Fair,Poor,3.6,8.8,4.63,13.64,6.5,VTN,XTK,SL,White,Green,Very Slight,IGI,162282,Borderline,2018-04-12
955613382,1.71,L,Blue,Chameleon,Orangey,Faint,SI3,Poor,Poor,Good,4.1,1.5,6.04,17.0,11.11,STN,TK,EL,White,Green,Very Strong,HRD,822366,No,2021-06-11
702926823,1.95,G,Red,Gray,Orangey,Fancy Intense,SI1,Poor,Very Good,Good,7.1,6.9,6.93,7.29,4.21,XTN,XTN,S,Yellow,White,Medium,IGI,910790,Yes,2020-12-06
464951269,1.29,D,Brown,Chameleon,Grayish,Fancy Deep,I1,Poor,Very Good,Fair,2.9,3.4,3.71,10.8,11.47,VTK,STK,L,Blue,Green,Medium,HRD,635147,E1,2024-03-06
132905677,4.7,F,Black,Gray,Yellowish,Fancy,SI1,Very Good,Poor,Very Good,4.3,1.1,9.21,9.22,9.76,TN,M,VL,Orange,Blue,Medium,HRD,1282517,Borderline,2005-06-10
632317167,15.25,E,Gray,Brown,Pinkish,Fancy Dark,VS1,Very Good,Good,Very Good,0.2,3.9,14.15,13.09,15.88,STK,M,S,White,Orange,Faint,GIA,115900,Yes,2009-04-17
734824795,16.29,F,Green,Chameleon,Grayish,Fancy Deep,VS2,Very Good,Poor,Fair,6.4,5.0,15.79,10.59,9.39,TK,XTK,M,White,Green,Very Strong,HRD,523943,E1,2016-01-05
606506646,12.48,G,Blue,Green,Brownish,Fancy,IF,Fair,Good,Fair,0.3,6.5,6.93,15.6,3.92,TN,STN,S,Yellow,Blue,Strong,HRD,70227,No,2008-06-23
415870428,17.16,I,Pink,Brown,Grayish,Fancy,SI1,Good,Poor,Good,6.1,5.6,5.98,3.84,8.9,TN,M,S,Orange,Blue,Faint,HRD,1053884,Borderline,2007-09-16
461450915,6.58,I,Yellow,Blue,Grayish,Very Light,I3,Very Good,Very Good,Good,8.1,8.9,10.79,14.78,13.02,STK,STN,EL,Green,Yellow,Strong,HRD,656841,No,2021-10-03
695065123,16.16,E,Brown,Red,Greenish,Fancy Vivid,VS1,Good,Good,Excellent,2.4,0.2,4.28,6.63,14.48,TK,STN,N,White,Green,Medium,IGI,627485,Borderline,2016-03-28
493662133,0.81,G,Orange,Gray,Yellowish,Light,IF,Fair,Very Good,Excellent,8.8,0.8,6.93,14.07,4.76,STN,TN,VS,Green,Orange,Strong,IGI,530128,Yes,2015-05-19
584341530,1.88,G,Pink,Black,Brownish,Fancy Deep,I1,Fair,Poor,Good,0.3,7.7,9.32,5.99,11.55,VTK,TN,S,Yellow,Blue,Slight,GIA,1306652,Borderline,2018-07-26
354410638,11.45,F,Orange,Pink,Greenish,Fancy Intense,I3,Poor,Good,Very Good,2.7,7.2,16.98,11.37,10.19,VTK,STK,S,Orange,Green,Strong,HRD,1229521,E1,2008-06-04
665927496,2.52,M,Yellow,Purple,Grayish,Very Light,SI2,Excellent,Very Good,Very Good,9.4,1.2,16.74,13.26,12.75,VTN,XTN,S,Orange,Green,Strong,HRD,956263,E1,2019-01-17
861483892,5.21,L,Yellow,Black,Yellowish,Fancy Deep,VVS2,Excellent,Poor,Poor,1.4,3.6,14.43,9.72,11.56,STN,STK,VS,Green,Yellow,Slight,GIA,899244,No,2017-12-15
975384209,3.32,J,Orange,Yellow,Brownish,Light,I1,Excellent,Very Good,Good,5.0,6.5,12.72,7.52,10.57,TN,TN,EL,Green,Blue,Very Slight,IGI,1424381,E1,2016-12-13
125655543,13.45,K,Brown,Orange,Greenish,Fancy Light,I3,Poor,Fair,Very Good,2.9,0.2,3.88,8.42,3.46,STN,VTK,VS,Blue,Green,Slight,HRD,845982,Borderline,2006-03-28
474591317,16.62,I,Blue,Brown,Yellowish,Light,VVS2,Very Good,Excellent,Fair,2.8,2.8,9.08,8.13,13.74,M,STN,VL,Blue,Yellow,Very Strong,GIA,215086,Yes,2005-10-27
409373420,15.61,I,Other,Pink,Orangey,Fancy Intense,SI2,Good,Very Good,Good,2.4,7.5,7.06,7.95,3.15,TK,STK,EL,Orange,Yellow,Faint,GIA,854853,Borderline,2015-02-14
254649309,7.01,I,Red,Orange,Brownish,Faint,I1,Fair,Excellent,Excellent,4.2,3.8,4.48,7.16,5.61,VTN,STN,EL,Orange,Yellow,Very Slight,HRD,232966,No,2008-06-24
393577654,5.9,M,Black,Gray,Grayish,Fancy,I3,Fair,Very Good,Very Good,3.2,4.0,4.41,6.13,8.39,STN,VTK,VS,Yellow,Orange,Very Strong,GIA,762844,Yes,2019-01-20
252724372,13.04,K,Orange,Gray,Brownish,Faint,SI3,Poor,Good,Very Good,0.7,5.6,14.06,5.94,10.59,M,TN,L,Blue,Orange,Very Slight,IGI,965445,Yes,2017-02-14
957987320,14.04,I,Black,Green,Pinkish,Light,VVS2,Excellent,Very Good,Excellent,9.7,1.0,7.23,7.81,10.53,STK,TN,N,Blue,Orange,Slight,HRD,634505,Borderline,2009-11-24
424049135,6.78,K,Brown,Brown,Yellowish,Light,I3,Excellent,Fair,Poor,7.7,9.0,10.13,7.03,4.61,XTK,TK,VL,Yellow,White,Very Slight,IGI,553788,Borderline,2012-10-16
617141091,6.71,K,Yellow,Purple,Yellowish,Fancy Intense,VVS1,Excellent,Excellent,Poor,8.9,7.3,8.62,13.17,8.6,TN,VTK,S,Green,Orange,Medium,HRD,885139,E1,2010-12-27
764651984,7.72,F,Gray,Brown,Greenish,Fancy Intense,SI3,Good,Excellent,Poor,0.8,4.7,3.02,10.92,7.96,STK,TN,VS,White,Blue,Medium,IGI,277425,No,2005-12-29
506886087,7.87,J,Black,Other,Grayish,Fancy,I1,Fair,Fair,Excellent,8.3,0.5,10.84,3.23,8.1,XTN,XTN,EL,Blue,Green,Strong,HRD,209780,No,2021-07-24
929673922,10.29,D,Chameleon,Blue,Orangey,Fancy Dark,IF,Good,Poor,Very Good,6.9,1.6,7.26,10.48,6.23,TN,TN,M,Green,Yellow,Strong,IGI,756452,E1,2004-12-05
450253004,17.11,H,Brown,Gray,Yellowish,Light,I3,Excellent,Poor,Fair,2.9,0.7,14.39,11.67,8.45,M,XTK,VS,Orange,Orange,Medium,HRD,32776,Borderline,2014-04-12
